Metric Type,Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Beats BNH [%],Current
Most Total Return [%],SPY,true,5,10,181,30.386740331491712,0.8690282470614163,1247.2006890611542,-0.47401170652433633,-0.2182374339430646,26.191214470284237,53,-12.414942267004323,-1.408943072139517,0,0,3483,145 days 04:00:00,1000.0,914.2038811190953,-8.579611888090472,49.00697722844405,100.0,350.9492529683378,10.859558572893384,116 days 20:00:00,181,0,0.0,4.845210402548241,-2.268326211993971,1.0810295163737909,-0.5357775581722205,0 days 19:25:05.454545454,0 days 07:10:28.571428571,-0.9998422925447084,-1.8593395366044292,0.9582170818646945,-1.1750691916397324,0
Least Max Drawdown [%],SPY,true,5,10,181,30.386740331491712,0.8690282470614163,1247.2006890611542,-0.47401170652433633,-0.2182374339430646,26.191214470284237,53,-12.414942267004323,-1.408943072139517,0,0,3483,145 days 04:00:00,1000.0,914.2038811190953,-8.579611888090472,49.00697722844405,100.0,350.9492529683378,10.859558572893384,116 days 20:00:00,181,0,0.0,4.845210402548241,-2.268326211993971,1.0810295163737909,-0.5357775581722205,0 days 19:25:05.454545454,0 days 07:10:28.571428571,-0.9998422925447084,-1.8593395366044292,0.9582170818646945,-1.1750691916397324,0
Least Total Trades,SPY,true,5,10,181,30.386740331491712,0.8690282470614163,1247.2006890611542,-0.47401170652433633,-0.2182374339430646,26.191214470284237,53,-12.414942267004323,-1.408943072139517,0,0,3483,145 days 04:00:00,1000.0,914.2038811190953,-8.579611888090472,49.00697722844405,100.0,350.9492529683378,10.859558572893384,116 days 20:00:00,181,0,0.0,4.845210402548241,-2.268326211993971,1.0810295163737909,-0.5357775581722205,0 days 19:25:05.454545454,0 days 07:10:28.571428571,-0.9998422925447084,-1.8593395366044292,0.9582170818646945,-1.1750691916397324,0
Most Avg Winning Trade [%],SPY,true,5,10,181,30.386740331491712,0.8690282470614163,1247.2006890611542,-0.47401170652433633,-0.2182374339430646,26.191214470284237,53,-12.414942267004323,-1.408943072139517,0,0,3483,145 days 04:00:00,1000.0,914.2038811190953,-8.579611888090472,49.00697722844405,100.0,350.9492529683378,10.859558572893384,116 days 20:00:00,181,0,0.0,4.845210402548241,-2.268326211993971,1.0810295163737909,-0.5357775581722205,0 days 19:25:05.454545454,0 days 07:10:28.571428571,-0.9998422925447084,-1.8593395366044292,0.9582170818646945,-1.1750691916397324,0
Most Profit Factor,SPY,true,5,10,181,30.386740331491712,0.8690282470614163,1247.2006890611542,-0.47401170652433633,-0.2182374339430646,26.191214470284237,53,-12.414942267004323,-1.408943072139517,0,0,3483,145 days 04:00:00,1000.0,914.2038811190953,-8.579611888090472,49.00697722844405,100.0,350.9492529683378,10.859558572893384,116 days 20:00:00,181,0,0.0,4.845210402548241,-2.268326211993971,1.0810295163737909,-0.5357775581722205,0 days 19:25:05.454545454,0 days 07:10:28.571428571,-0.9998422925447084,-1.8593395366044292,0.9582170818646945,-1.1750691916397324,0
Most Expectancy,SPY,true,5,10,181,30.386740331491712,0.8690282470614163,1247.2006890611542,-0.47401170652433633,-0.2182374339430646,26.191214470284237,53,-12.414942267004323,-1.408943072139517,0,0,3483,145 days 04:00:00,1000.0,914.2038811190953,-8.579611888090472,49.00697722844405,100.0,350.9492529683378,10.859558572893384,116 days 20:00:00,181,0,0.0,4.845210402548241,-2.268326211993971,1.0810295163737909,-0.5357775581722205,0 days 19:25:05.454545454,0 days 07:10:28.571428571,-0.9998422925447084,-1.8593395366044292,0.9582170818646945,-1.1750691916397324,0
Most Sharpe Ratio,SPY,true,5,10,181,30.386740331491712,0.8690282470614163,1247.2006890611542,-0.47401170652433633,-0.2182374339430646,26.191214470284237,53,-12.414942267004323,-1.408943072139517,0,0,3483,145 days 04:00:00,1000.0,914.2038811190953,-8.579611888090472,49.00697722844405,100.0,350.9492529683378,10.859558572893384,116 days 20:00:00,181,0,0.0,4.845210402548241,-2.268326211993971,1.0810295163737909,-0.5357775581722205,0 days 19:25:05.454545454,0 days 07:10:28.571428571,-0.9998422925447084,-1.8593395366044292,0.9582170818646945,-1.1750691916397324,0
Most Omega Ratio,SPY,true,5,10,181,30.386740331491712,0.8690282470614163,1247.2006890611542,-0.47401170652433633,-0.2182374339430646,26.191214470284237,53,-12.414942267004323,-1.408943072139517,0,0,3483,145 days 04:00:00,1000.0,914.2038811190953,-8.579611888090472,49.00697722844405,100.0,350.9492529683378,10.859558572893384,116 days 20:00:00,181,0,0.0,4.845210402548241,-2.268326211993971,1.0810295163737909,-0.5357775581722205,0 days 19:25:05.454545454,0 days 07:10:28.571428571,-0.9998422925447084,-1.8593395366044292,0.9582170818646945,-1.1750691916397324,0
Most Sortino Ratio,SPY,true,5,10,181,30.386740331491712,0.8690282470614163,1247.2006890611542,-0.47401170652433633,-0.2182374339430646,26.191214470284237,53,-12.414942267004323,-1.408943072139517,0,0,3483,145 days 04:00:00,1000.0,914.2038811190953,-8.579611888090472,49.00697722844405,100.0,350.9492529683378,10.859558572893384,116 days 20:00:00,181,0,0.0,4.845210402548241,-2.268326211993971,1.0810295163737909,-0.5357775581722205,0 days 19:25:05.454545454,0 days 07:10:28.571428571,-0.9998422925447084,-1.8593395366044292,0.9582170818646945,-1.1750691916397324,0
Least Max Drawdown Duration,SPY,true,5,10,181,30.386740331491712,0.8690282470614163,1247.2006890611542,-0.47401170652433633,-0.2182374339430646,26.191214470284237,53,-12.414942267004323,-1.408943072139517,0,0,3483,145 days 04:00:00,1000.0,914.2038811190953,-8.579611888090472,49.00697722844405,100.0,350.9492529683378,10.859558572893384,116 days 20:00:00,181,0,0.0,4.845210402548241,-2.268326211993971,1.0810295163737909,-0.5357775581722205,0 days 19:25:05.454545454,0 days 07:10:28.571428571,-0.9998422925447084,-1.8593395366044292,0.9582170818646945,-1.1750691916397324,0
