Metric Type,Ticker,Use SMA,Short Window,Long Window,Signal Entry,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Profit Factor Adjusted,Beats BNH [%],Total Period,Maturity,Score,Avg Trade Duration
Most Total Return [%],PSX,true,21,25,false,85,62.35294117647059,1.679387715626001,0.02607361963190184,2.6874826494796977,2.5666969124244305,0.5475460122699386,1.0950920245398772,1.4715204077672577,1.4143045338589106,0,0,3260,3261 days 00:00:00,1000.0,7353.83311177737,635.3833111777369,263.1764804615732,100.0,852.1679284178165,43.58524673191976,704 days 00:00:00,85,0,0.0,27.903679090145456,-13.325221947572919,6.92709778719293,-4.334379922357844,24 days 19:28:18.113207547,15 days 20:15:00,74.7509777856161,0.9635843500289878,0.5741029398127795,1.2051124747210271,0.0040038535746357885,8.21804116190069,1.1278773924143888,0.4315188762071993,-0.021559348171221057,None,None,0.000711546954724034,0.17930983259045655,6.353833111777319,0.16670619974675338,0.22395487942564787,1.679387715626001,1.4142860717012675,4721.825396825397,0.7368947776882964,1.789066539542869,21 days 10:26:49.411764705
Mean Avg Losing Trade [%],PSX,true,22,26,false,82,63.41463414634146,1.5943546955720236,0.025153374233128835,2.8524294300435984,2.628081047905338,0.5282208588957055,1.056441717791411,1.5067127234770172,1.4273486502015802,0,0,3260,3261 days 00:00:00,1000.0,7314.809521683704,631.4809521683703,263.1764804615732,100.0,819.9545420520485,48.67531803184443,704 days 00:00:00,82,0,0.0,38.54310709635419,-16.693413813065355,7.308359106589,-4.871182009301766,25 days 21:41:32.307692307,15 days 16:48:00,77.00987221565495,0.9656012030235298,0.5125387095742268,1.2058447684092224,0.07562540642157428,8.356015399724209,1.1283261761543435,0.4296361245067953,-0.021485938599669477,None,None,0.0007086199897727474,0.17857223742273234,6.3148095216836895,0.166226587482303,0.2225677850571004,1.5943546955720236,1.3994581546984928,4721.825396825397,0.7237739401507276,1.712291150427106,22 days 04:05:51.219512194
Most Sharpe Ratio,PSX,true,22,26,false,82,63.41463414634146,1.5943546955720236,0.025153374233128835,2.8524294300435984,2.628081047905338,0.5282208588957055,1.056441717791411,1.5067127234770172,1.4273486502015802,0,0,3260,3261 days 00:00:00,1000.0,7314.809521683704,631.4809521683703,263.1764804615732,100.0,819.9545420520485,48.67531803184443,704 days 00:00:00,82,0,0.0,38.54310709635419,-16.693413813065355,7.308359106589,-4.871182009301766,25 days 21:41:32.307692307,15 days 16:48:00,77.00987221565495,0.9656012030235298,0.5125387095742268,1.2058447684092224,0.07562540642157428,8.356015399724209,1.1283261761543435,0.4296361245067953,-0.021485938599669477,None,None,0.0007086199897727474,0.17857223742273234,6.3148095216836895,0.166226587482303,0.2225677850571004,1.5943546955720236,1.3994581546984928,4721.825396825397,0.7237739401507276,1.712291150427106,22 days 04:05:51.219512194
Most Omega Ratio,PSX,true,22,26,false,82,63.41463414634146,1.5943546955720236,0.025153374233128835,2.8524294300435984,2.628081047905338,0.5282208588957055,1.056441717791411,1.5067127234770172,1.4273486502015802,0,0,3260,3261 days 00:00:00,1000.0,7314.809521683704,631.4809521683703,263.1764804615732,100.0,819.9545420520485,48.67531803184443,704 days 00:00:00,82,0,0.0,38.54310709635419,-16.693413813065355,7.308359106589,-4.871182009301766,25 days 21:41:32.307692307,15 days 16:48:00,77.00987221565495,0.9656012030235298,0.5125387095742268,1.2058447684092224,0.07562540642157428,8.356015399724209,1.1283261761543435,0.4296361245067953,-0.021485938599669477,None,None,0.0007086199897727474,0.17857223742273234,6.3148095216836895,0.166226587482303,0.2225677850571004,1.5943546955720236,1.3994581546984928,4721.825396825397,0.7237739401507276,1.712291150427106,22 days 04:05:51.219512194
Most Sortino Ratio,PSX,true,22,26,false,82,63.41463414634146,1.5943546955720236,0.025153374233128835,2.8524294300435984,2.628081047905338,0.5282208588957055,1.056441717791411,1.5067127234770172,1.4273486502015802,0,0,3260,3261 days 00:00:00,1000.0,7314.809521683704,631.4809521683703,263.1764804615732,100.0,819.9545420520485,48.67531803184443,704 days 00:00:00,82,0,0.0,38.54310709635419,-16.693413813065355,7.308359106589,-4.871182009301766,25 days 21:41:32.307692307,15 days 16:48:00,77.00987221565495,0.9656012030235298,0.5125387095742268,1.2058447684092224,0.07562540642157428,8.356015399724209,1.1283261761543435,0.4296361245067953,-0.021485938599669477,None,None,0.0007086199897727474,0.17857223742273234,6.3148095216836895,0.166226587482303,0.2225677850571004,1.5943546955720236,1.3994581546984928,4721.825396825397,0.7237739401507276,1.712291150427106,22 days 04:05:51.219512194
Median Total Trades,PSX,true,11,33,false,57,60.71428571428571,2.049336945082928,0.01717791411042945,3.4916608411563876,2.1867096813283693,0.36717791411042944,0.7279141104294479,1.28206074443687,1.1897127869429358,0,0,3260,3261 days 00:00:00,1000.0,5006.372096428684,400.63720964286847,263.1764804615732,100.0,366.71201233299996,34.8753893417314,930 days 00:00:00,56,1,-221.72794786555278,35.6424486398152,-15.246333830569741,8.956139454127008,-4.9534424697982065,44 days 20:28:14.117647058,13 days 13:05:27.272727272,75.50178650525422,0.8117285601091966,0.5664703388642737,1.1724861274355483,0.06810808471931089,9.134513096443952,1.0860797802755071,0.4277583187390543,-0.021234838541245454,None,None,0.0005906383014616025,0.14884085196832383,4.006372096428685,0.1325489579961472,0.22067720895286147,2.049336945082928,0.5223138820771871,4721.825396825397,0.603439095449176,1.4643672166900146,32 days 13:17:08.571428570
Median Best Trade [%],PSX,true,11,33,false,57,60.71428571428571,2.049336945082928,0.01717791411042945,3.4916608411563876,2.1867096813283693,0.36717791411042944,0.7279141104294479,1.28206074443687,1.1897127869429358,0,0,3260,3261 days 00:00:00,1000.0,5006.372096428684,400.63720964286847,263.1764804615732,100.0,366.71201233299996,34.8753893417314,930 days 00:00:00,56,1,-221.72794786555278,35.6424486398152,-15.246333830569741,8.956139454127008,-4.9534424697982065,44 days 20:28:14.117647058,13 days 13:05:27.272727272,75.50178650525422,0.8117285601091966,0.5664703388642737,1.1724861274355483,0.06810808471931089,9.134513096443952,1.0860797802755071,0.4277583187390543,-0.021234838541245454,None,None,0.0005906383014616025,0.14884085196832383,4.006372096428685,0.1325489579961472,0.22067720895286147,2.049336945082928,0.5223138820771871,4721.825396825397,0.603439095449176,1.4643672166900146,32 days 13:17:08.571428570
Most Total Fees Paid,PSX,true,25,26,false,164,52.4390243902439,1.3521019817937525,0.05030674846625767,1.2068397626343876,1.0374672089819805,1.056441717791411,2.112883435582822,1.274955871936451,1.2165873165141352,0,0,3260,3261 days 00:00:00,1000.0,5256.421494103199,425.64214941031986,263.1764804615732,100.0,1363.643332118498,44.784904624579,704 days 00:00:00,164,0,0.0,27.51048997863793,-15.689859629662426,5.0460349019652755,-3.0261189807304376,14 days 09:29:18.139534883,7 days 08:36:55.384615384,25.9537895981902,0.8346388405281339,0.4557554076220321,1.1757089508561702,-0.11433413242882123,8.015890135171313,1.2169618965002449,0.4227748691099477,-0.02105666444850698,None,None,0.0006050132099595214,0.15246332890979938,4.256421494103209,0.13682262834627723,0.2198431654942287,1.3521019817937525,0.6173259428950701,4721.825396825397,1.023570922253372,1.4474229081137553,11 days 01:10:14.634146340
Most Total Trades,PSX,true,25,26,false,164,52.4390243902439,1.3521019817937525,0.05030674846625767,1.2068397626343876,1.0374672089819805,1.056441717791411,2.112883435582822,1.274955871936451,1.2165873165141352,0,0,3260,3261 days 00:00:00,1000.0,5256.421494103199,425.64214941031986,263.1764804615732,100.0,1363.643332118498,44.784904624579,704 days 00:00:00,164,0,0.0,27.51048997863793,-15.689859629662426,5.0460349019652755,-3.0261189807304376,14 days 09:29:18.139534883,7 days 08:36:55.384615384,25.9537895981902,0.8346388405281339,0.4557554076220321,1.1757089508561702,-0.11433413242882123,8.015890135171313,1.2169618965002449,0.4227748691099477,-0.02105666444850698,None,None,0.0006050132099595214,0.15246332890979938,4.256421494103209,0.13682262834627723,0.2198431654942287,1.3521019817937525,0.6173259428950701,4721.825396825397,1.023570922253372,1.4474229081137553,11 days 01:10:14.634146340
Least Avg Winning Trade [%],PSX,true,25,26,false,164,52.4390243902439,1.3521019817937525,0.05030674846625767,1.2068397626343876,1.0374672089819805,1.056441717791411,2.112883435582822,1.274955871936451,1.2165873165141352,0,0,3260,3261 days 00:00:00,1000.0,5256.421494103199,425.64214941031986,263.1764804615732,100.0,1363.643332118498,44.784904624579,704 days 00:00:00,164,0,0.0,27.51048997863793,-15.689859629662426,5.0460349019652755,-3.0261189807304376,14 days 09:29:18.139534883,7 days 08:36:55.384615384,25.9537895981902,0.8346388405281339,0.4557554076220321,1.1757089508561702,-0.11433413242882123,8.015890135171313,1.2169618965002449,0.4227748691099477,-0.02105666444850698,None,None,0.0006050132099595214,0.15246332890979938,4.256421494103209,0.13682262834627723,0.2198431654942287,1.3521019817937525,0.6173259428950701,4721.825396825397,1.023570922253372,1.4474229081137553,11 days 01:10:14.634146340
